PLAYER,SALARY,SEASON,TEAM,AGE,GP,W,L,PTS,3PM,REB,AST,TOV,STL,BLK,+/-,OFFRTG,DEFRTG,NETRTG,SALARY_CAP
Victor Oladipo,21000000.0,2018,IND,27.0,36.0,25.0,11.0,18.8,2.1,5.6,5.2,2.3,1.7,0.3,3.5,110.1,104.6,5.6,109140000
Malcolm Brogdon,20000000.0,2018,MIL,26.0,64.0,49.0,15.0,15.6,1.6,4.5,3.2,1.4,0.7,0.2,6.6,113.4,102.7,10.7,109140000
Terry Rozier,19894737.0,2018,BOS,25.0,79.0,47.0,32.0,9.0,1.5,3.9,2.9,0.9,0.9,0.3,-0.5,104.8,105.9,-1.1,109140000
Aaron Gordon,19863636.0,2018,ORL,23.0,78.0,40.0,38.0,16.0,1.6,7.4,3.7,2.1,0.7,0.7,1.4,107.4,105.9,1.5,109140000
Zach LaVine,19500000.0,2018,CHI,24.0,63.0,16.0,47.0,23.7,1.9,4.7,4.5,3.4,1.0,0.4,-4.8,105.8,112.4,-6.5,109140000
Kent Bazemore,19269663.0,2018,ATL,29.0,67.0,24.0,43.0,11.6,1.4,3.9,2.3,1.8,1.3,0.6,-4.4,102.5,110.2,-7.7,109140000
Goran Dragic,19217900.0,2018,MIA,33.0,36.0,16.0,20.0,13.7,1.6,3.1,4.8,2.0,0.8,0.1,1.2,108.3,107.0,1.3,109140000
Jeff Teague,19000000.0,2018,MIN,31.0,42.0,23.0,19.0,12.1,0.8,2.5,8.2,2.3,1.0,0.4,0.0,113.0,113.1,-0.1,109140000
Evan Turner,18606556.0,2018,POR,30.0,73.0,47.0,26.0,6.8,0.2,4.5,3.9,1.6,0.5,0.2,0.4,110.4,109.1,1.3,109140000
Draymond Green,18539130.0,2018,GSW,29.0,66.0,48.0,18.0,7.4,0.7,7.3,6.9,2.6,1.4,1.1,7.0,115.8,105.0,10.7,109140000
Tristan Thompson,18539130.0,2018,CLE,28.0,43.0,8.0,35.0,10.9,0.0,10.2,2.0,1.4,0.7,0.4,-7.0,106.5,118.8,-12.3,109140000
Gary Harris,18189286.0,2018,DEN,24.0,57.0,38.0,19.0,12.9,1.4,2.8,2.2,1.2,1.0,0.3,4.0,111.6,105.3,6.2,109140000
Julius Randle,18000000.0,2018,NOP,24.0,73.0,31.0,42.0,21.4,0.9,8.7,3.1,2.8,0.7,0.6,-0.2,111.2,111.4,-0.2,109140000
Myles Turner,18000000.0,2018,IND,23.0,74.0,43.0,31.0,13.3,1.0,7.2,1.6,1.4,0.8,2.7,1.6,107.3,104.5,2.8,109140000
Derrick Favors,17650000.0,2018,UTA,27.0,76.0,46.0,30.0,11.8,0.2,7.4,1.2,1.1,0.7,1.4,2.4,106.3,101.6,4.6,109140000
Andre Iguodala,17185185.0,2018,GSW,35.0,68.0,47.0,21.0,5.7,0.7,3.7,3.2,0.8,0.9,0.8,4.6,113.4,104.4,9.0,109140000
Evan Fournier,17150000.0,2018,ORL,26.0,81.0,42.0,39.0,15.1,1.9,3.2,3.6,1.9,0.9,0.1,1.2,110.1,108.4,1.7,109140000
Bojan Bogdanovic,17000000.0,2018,IND,30.0,81.0,47.0,34.0,18.0,2.0,4.1,2.0,1.7,0.9,0.0,2.2,108.7,105.8,2.9,109140000
Bismack Biyombo,17000000.0,2018,CHA,26.0,54.0,24.0,30.0,4.4,0.0,4.6,0.6,0.6,0.2,0.8,-2.5,104.1,111.8,-7.7,109140000
Clint Capela,16896552.0,2018,HOU,25.0,67.0,44.0,23.0,16.6,0.0,12.7,1.4,1.4,0.7,1.5,3.5,114.0,108.7,5.4,109140000
Gorgui Dieng,16229213.0,2018,MIN,29.0,76.0,33.0,43.0,6.4,0.3,4.1,0.9,0.8,0.6,0.5,-1.5,105.2,109.0,-3.8,109140000
Ricky Rubio,16200000.0,2018,UTA,28.0,68.0,40.0,28.0,12.7,1.2,3.6,6.1,2.6,1.3,0.1,3.7,110.4,104.1,6.3,109140000
Jonas Valanciunas,16000000.0,2018,MEM,27.0,49.0,31.0,18.0,15.6,0.3,8.6,1.4,1.8,0.4,1.1,1.4,109.7,107.0,2.7,109140000
Brandon Knight,15643750.0,2018,CLE,27.0,39.0,17.0,22.0,6.8,1.1,1.5,1.8,0.8,0.5,0.1,-4.9,102.9,114.9,-12.0,109140000
Eric Bledsoe,15625000.0,2018,MIL,29.0,78.0,59.0,19.0,15.9,1.6,4.6,5.5,2.1,1.5,0.4,7.2,115.3,104.2,11.1,109140000
Ian Mahinmi,15450051.0,2018,WAS,32.0,34.0,12.0,22.0,4.1,0.1,3.8,0.7,0.6,0.7,0.5,-1.0,102.1,105.3,-3.2,109140000
James Johnson,15349400.0,2018,MIA,32.0,55.0,27.0,28.0,7.8,0.9,3.2,2.5,1.3,0.6,0.5,-1.9,103.2,107.9,-4.6,109140000
Bobby Portis,15000000.0,2018,WAS,24.0,50.0,14.0,36.0,14.2,1.5,8.1,1.4,1.5,0.7,0.4,-2.2,109.9,114.3,-4.4,109140000
Danny Green,14634147.0,2018,TOR,32.0,80.0,56.0,24.0,10.3,2.5,4.0,1.6,0.9,0.9,0.7,8.0,117.7,104.3,13.4,109140000
Rudy Gay,14500000.0,2018,SAS,32.0,69.0,42.0,27.0,13.7,1.1,6.8,2.6,1.7,0.8,0.5,2.3,110.9,106.8,4.1,109140000
Cody Zeller,14471910.0,2018,CHA,26.0,49.0,22.0,27.0,10.1,0.1,6.8,2.1,1.3,0.8,0.8,0.9,112.3,110.9,1.4,109140000
Eric Gordon,14057730.0,2018,HOU,30.0,68.0,44.0,24.0,16.2,3.2,2.2,1.9,1.3,0.6,0.4,5.1,116.2,108.1,8.1,109140000
Mason Plumlee,14041096.0,2018,DEN,29.0,82.0,54.0,28.0,7.8,0.0,6.4,3.0,1.5,0.8,0.9,0.9,109.3,106.1,3.2,109140000
JJ Redick,13486300.0,2018,PHI,35.0,76.0,49.0,27.0,18.1,3.2,2.4,2.7,1.3,0.4,0.2,4.0,110.3,104.7,5.6,109140000
Jordan Clarkson,13437500.0,2018,CLE,27.0,81.0,18.0,63.0,16.8,1.8,3.3,2.4,1.7,0.7,0.2,-4.3,107.0,115.0,-8.0,109140000
Dewayne Dedmon,13333334.0,2018,ATL,29.0,64.0,24.0,40.0,10.8,1.3,7.5,1.4,1.3,1.1,1.1,-2.7,107.9,112.0,-4.1,109140000
Solomon Hill,13290395.0,2018,NOP,28.0,44.0,14.0,30.0,4.3,0.7,3.0,1.3,0.7,0.5,0.2,-2.9,106.5,113.0,-6.5,109140000
Justise Winslow,13000000.0,2018,MIA,23.0,66.0,30.0,36.0,12.6,1.5,5.4,4.3,2.2,1.1,0.3,1.8,107.6,104.2,3.4,109140000
Thaddeus Young,12900000.0,2018,IND,31.0,81.0,47.0,34.0,12.6,0.6,6.5,2.5,1.5,1.5,0.4,1.7,109.0,106.5,2.5,109140000
Will Barton,12776786.0,2018,DEN,28.0,43.0,27.0,16.0,11.5,1.6,4.6,2.9,1.5,0.4,0.5,0.2,109.7,109.1,0.6,109140000
Courtney Lee,12759670.0,2018,DAL,33.0,34.0,6.0,28.0,4.0,0.5,1.6,1.1,0.4,0.6,0.1,-1.6,102.3,108.6,-6.4,109140000
Kelly Olynyk,12667885.0,2018,MIA,28.0,79.0,39.0,40.0,10.0,1.4,4.7,1.8,1.4,0.7,0.5,1.3,107.9,106.0,1.9,109140000
Marcus Smart,12553571.0,2018,BOS,25.0,80.0,48.0,32.0,8.9,1.6,2.9,4.0,1.5,1.8,0.4,2.0,110.5,106.7,3.8,109140000
Terrence Ross,12500000.0,2018,ORL,28.0,81.0,42.0,39.0,15.1,2.7,3.5,1.7,1.1,0.9,0.4,0.1,105.3,105.9,-0.5,109140000
Patrick Beverley,12345680.0,2018,LAC,30.0,78.0,48.0,30.0,7.6,1.4,5.0,3.8,1.1,0.9,0.6,1.9,112.7,108.7,4.0,109140000
Trevor Ariza,12200000.0,2018,WAS,33.0,69.0,22.0,47.0,12.5,2.1,5.4,3.7,1.5,1.3,0.3,-4.8,107.6,114.4,-6.8,109140000
Brook Lopez,12093024.0,2018,MIL,31.0,81.0,60.0,21.0,12.5,2.3,4.9,1.2,1.0,0.6,2.2,7.2,114.9,103.4,11.5,109140000
Cory Joseph,12000000.0,2018,IND,27.0,82.0,48.0,34.0,6.5,0.7,3.4,3.9,1.0,1.1,0.3,2.6,107.6,102.4,5.2,109140000
Jusuf Nurkic,12000000.0,2018,POR,24.0,72.0,45.0,27.0,15.6,0.0,10.4,3.2,2.3,1.0,1.4,5.9,117.0,106.5,10.5,109140000
Joe Ingles,11454546.0,2018,UTA,31.0,82.0,50.0,32.0,12.1,2.3,4.0,5.7,2.4,1.2,0.2,5.2,109.2,101.6,7.7,109140000
Tony Snell,11392857.0,2018,MIL,27.0,74.0,55.0,19.0,6.0,1.1,2.1,0.9,0.3,0.4,0.2,2.3,110.0,103.4,6.6,109140000
Robert Covington,11301219.0,2018,MIN,28.0,35.0,20.0,15.0,13.3,2.4,5.5,1.3,1.3,2.1,1.3,1.8,108.5,106.2,2.3,109140000
Meyers Leonard,11286515.0,2018,POR,27.0,61.0,35.0,26.0,5.9,0.8,3.8,1.2,0.7,0.2,0.1,-1.3,108.5,112.2,-3.7,109140000
Spencer Dinwiddie,10605600.0,2018,BKN,26.0,68.0,36.0,32.0,16.8,1.8,2.4,4.6,2.2,0.6,0.3,-1.2,107.1,109.8,-2.7,109140000
Jeremy Lamb,10500000.0,2018,CHA,27.0,79.0,38.0,41.0,15.3,1.5,5.5,2.2,1.0,1.1,0.4,0.6,110.3,109.6,0.7,109140000
Dwight Powell,10259375.0,2018,DAL,27.0,77.0,31.0,46.0,10.6,0.5,5.3,1.5,0.9,0.6,0.6,0.2,110.8,109.9,0.9,109140000
George Hill,10133907.0,2018,MIL,33.0,60.0,39.0,21.0,7.6,0.8,2.5,2.3,0.9,0.9,0.1,2.4,108.9,103.3,5.6,109140000
Norman Powell,10116576.0,2018,TOR,26.0,60.0,45.0,15.0,8.6,1.1,2.3,1.5,1.1,0.7,0.2,0.3,105.8,105.5,0.3,109140000
Josh Richardson,10116576.0,2018,MIA,25.0,73.0,35.0,38.0,16.6,2.2,3.6,4.1,1.5,1.1,0.5,0.9,106.6,105.6,0.9,109140000
Tyus Jones,10116000.0,2018,MIN,23.0,68.0,29.0,39.0,6.9,0.6,2.0,4.8,0.7,1.2,0.1,0.0,108.4,108.7,-0.3,109140000
Tomas Satoransky,10000000.0,2018,WAS,27.0,80.0,32.0,48.0,8.9,0.8,3.5,5.0,1.5,1.0,0.2,-0.7,110.1,110.5,-0.4,109140000
